id,monkey_id,iop,icp,torch_present,scan_shape,constructed_filepath,training,oct_present,tiff_present,original scan folder (OCT),original scan folder (tiff),original scan file,scan date,scan time,eyeball (od or os),scan area,scan notes,handler,eric notes,exists
338,4,30,28,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/39nmmHg/3.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/39nmmHg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/30mmhg,3,2/19/15,14:19,OD,0.1x7,,eric,,TRUE
339,4,30,28,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/39nmmHg/4.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/39nmmHg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/30mmhg,4,2/19/15,14:21,OD,5x5,,eric,,TRUE
340,4,30,28,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/39nmmHg/5.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/39nmmHg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/30mmhg,5,2/19/15,14:23,OD,5x5,,eric,,TRUE
341,4,40,42,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/40mmhg/1.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/40mmhg,1,2/19/15,14:31,OD,7x7,,eric,,TRUE
342,4,40,43,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/40mmhg/2.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/40mmhg,2,2/19/15,14:31,OD,7x7,,eric,,TRUE
343,4,40,44,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/40mmhg/3.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/40mmhg,3,2/19/15,14:32,OD,0.1x7,,eric,,TRUE
344,4,40,45,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/40mmhg/4.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/40mmhg,4,2/19/15,14:34,OD,5x5,,eric,,TRUE
345,4,40,45,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/40mmhg/5.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/40mmhg,5,2/19/15,14:35,OD,5x5,,eric,,TRUE
346,4,8,44,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/8mmhg/1.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/8mmhg,1,2/19/15,14:46,OD,7x7,,eric,,TRUE
347,4,8,44,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/8mmhg/2.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/8mmhg,2,2/19/15,14:47,OD,7x7,,eric,,TRUE
348,4,8,43,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/8mmhg/3.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/8mmhg,3,2/19/15,14:49,OD,0.1x7,,eric,,TRUE
349,4,8,43,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/8mmhg/4.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/8mmhg,4,2/19/15,14:50,OD,5x5,,eric,,TRUE
350,4,8,42,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP40/8mmhg/5.oct,TRUE,TRUE,TRUE,monkey_4_2.19.15/raw/Monkey4_OD/ICP40/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP40/8mmhg,5,2/19/15,14:51,OD,5x5,,eric,,TRUE
351,4,15,20,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/15mmhg/1.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/15mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/15mmhg,1,2/19/15,15:08,OD,7x7,,eric,,TRUE
352,4,15,20,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/15mmhg/2.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/15mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/15mmhg,2,2/19/15,15:10,OD,7x7,,eric,,TRUE
353,4,15,19,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/15mmhg/3.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/15mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/15mmhg,3,2/19/15,15:10,OD,0.1x7,,eric,,TRUE
354,4,15,19,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/15mmhg/4.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/15mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/15mmhg,4,2/19/15,15:12,OD,5x5,,eric,,TRUE
355,4,15,18,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/15mmhg/5.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/15mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/15mmhg,5,2/19/15,15:12,OD,5x5,,eric,,TRUE
356,4,30,20,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/30mmhg/1.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/30mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/30mmhg,1,2/19/15,15:23,OD,7x7,,eric,,TRUE
357,4,30,20,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/30mmhg/2.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/30mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/30mmhg,2,2/19/15,15:24,OD,7x7,,eric,,TRUE
358,4,30,20,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/30mmhg/3.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/30mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/30mmhg,3,2/19/15,15:25,OD,0.1x7,,eric,,TRUE
359,4,30,20,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/30mmhg/4.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/30mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/30mmhg,4,2/19/15,15:26,OD,5x5,,eric,,TRUE
360,4,30,20,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/30mmhg/5.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/30mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/30mmhg,5,2/19/15,15:27,OD,5x5,,eric,,TRUE
361,4,40,15,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/40mmhg/1.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/40mmhg,1,2/19/15,15:36,OD,7x7,,eric,,TRUE
362,4,40,15,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/40mmhg/2.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/40mmhg,2,2/19/15,15:37,OD,7x7,,eric,,TRUE
363,4,40,15,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/40mmhg/3.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/40mmhg,3,2/19/15,15:38,OD,0.1x7,,eric,,TRUE
364,4,40,15,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/40mmhg/4.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/40mmhg,4,2/19/15,15:39,OD,5x5,,eric,,TRUE
365,4,40,15,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/40mmhg/5.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/40mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/40mmhg,5,2/19/15,15:40,OD,5x5,,eric,,TRUE
366,4,8,12,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/8mmhg/1.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/8mmhg,1,2/19/15,15:54,OD,7x7,,eric,,TRUE
367,4,8,13,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/8mmhg/2.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/8mmhg,2,2/19/15,15:55,OD,7x7,,eric,,TRUE
368,4,8,13,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/8mmhg/3.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/8mmhg,3,2/19/15,15:56,OD,0.1x7,,eric,,TRUE
369,4,8,13,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/8mmhg/4.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/8mmhg,4,2/19/15,15:57,OD,5x5,,eric,,TRUE
370,4,8,14,TRUE,"[512, 512, 2048]",monkey_4_2.19.15/raw/Monkey4_OD/ICP20/8mmhg/5.oct,TRUE,TRUE,FALSE,monkey_4_2.19.15/raw/Monkey4_OD/ICP20/8mmhg,monkey_4_2.19.15/'bog and tiff'/OD/ICP20/8mmhg,5,2/19/15,15:58,OD,5x5,,eric,,TRUE
371,5,15,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/15/1.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/15,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/15,1,3/30/15,10:33,OD,7x0.1,,eric,,TRUE
372,5,15,4,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/15/2.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/15,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/15,2,3/30/15,10:35,OD,7x0.1,,eric,,TRUE
373,5,15,4,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/15/3.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/15,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/15,3,3/30/15,10:36,OD,7x0.1,,eric,,TRUE
374,5,15,4,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/15/4.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/15,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/15,4,3/30/15,10:38,OD,7x7,,eric,,TRUE
375,5,15,4,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/15/5.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/15,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/15,5,3/30/15,10:38,OD,7x7,,eric,,TRUE
376,5,15,4,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/15/6.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/15,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/15,6,3/30/15,10:39,OD,5x5,,eric,,TRUE
377,5,15,4,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/15/7.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/15,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/15,7,3/30/15,10:40,OD,5x5,,eric,,TRUE
378,5,15,4,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/15/8.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/15,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/15,8,3/30/15,10:44,OD,7x7,,eric,,TRUE
379,5,15,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/15/9.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/15,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/15,9,3/30/15,10:45,OD,7x7,,eric,,TRUE
380,5,30,4,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/30/1.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/30,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/30,1,3/30/15,10:51,OD,7x0.1,,eric,,TRUE
381,5,30,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/30/2.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/30,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/30,2,3/30/15,10:52,OD,7x0.1,,eric,,TRUE
382,5,30,4,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/30/3.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/30,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/30,3,3/30/15,10:53,OD,7x0.1,,eric,,TRUE
383,5,30,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/30/4.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/30,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/30,4,3/30/15,10:54,OD,7x0.1,,eric,,TRUE
384,5,30,4,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/30/5.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/30,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/30,5,3/30/15,10:55,OD,7x7,,eric,,TRUE
385,5,30,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/30/6.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/30,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/30,6,3/30/15,10:55,OD,7x7,,eric,,TRUE
386,5,30,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/30/7.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/30,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/30,7,3/30/15,10:56,OD,5x5,,eric,,TRUE
387,5,30,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/30/8.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/30,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/30,8,3/30/15,10:57,OD,5x5,,eric,,TRUE
388,5,30,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/30/9.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/30,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/30,9,3/30/15,11:00,OD,7x7,,eric,,TRUE
389,5,30,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/30/10.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/30,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/30,10,3/30/15,11:01,OD,7x7,,eric,,TRUE
390,5,40,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/40/1.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/40,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/40,1,3/30/15,11:05,OD,7x0.1,,eric,,TRUE
391,5,40,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/40/2.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/40,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/40,2,3/30/15,11:06,OD,7x0.1,,eric,,TRUE
392,5,40,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/40/3.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/40,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/40,3,3/30/15,11:07,OD,7x0.1,,eric,,TRUE
393,5,40,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/40/4.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/40,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/40,4,3/30/15,11:08,OD,7x7,,eric,,TRUE
394,5,40,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/40/5.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/40,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/40,5,3/30/15,11:09,OD,7x7,,eric,,TRUE
395,5,40,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/40/6.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/40,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/40,6,3/30/15,11:10,OD,5x5,,eric,,TRUE
396,5,40,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/40/7.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/40,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/40,7,3/30/15,11:12,OD,5x5,,eric,,TRUE
397,5,40,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/40/8.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/40,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/40,8,3/30/15,11:15,OD,7x7,,eric,,TRUE
398,5,40,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/40/9.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/40,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/40,9,3/30/15,11:16,OD,7x7,,eric,,TRUE
399,5,8,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/8/1.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/8,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/8,1,3/30/15,11:21,OD,7x0.1,,eric,,TRUE
400,5,8,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/8/2.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/8,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/8,2,3/30/15,11:22,OD,7x0.1,,eric,,TRUE
401,5,8,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/8/3.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/8,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/8,3,3/30/15,11:23,OD,7x0.1,,eric,,TRUE
402,5,8,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/8/4.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/8,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/8,4,3/30/15,11:24,OD,7x7,,eric,,TRUE
403,5,8,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/8/5.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/8,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/8,5,3/30/15,11:25,OD,7x7,,eric,,TRUE
404,5,8,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/8/6.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/8,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/8,6,3/30/15,11:26,OD,5x5,,eric,,TRUE
405,5,8,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/8/7.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/8,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/8,7,3/30/15,11:27,OD,5x5,,eric,,TRUE
406,5,8,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/8/8.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/8,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/8,8,3/30/15,11:29,OD,7x7,,eric,,TRUE
407,5,8,5,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/normal icp/8/9.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/normal icp/8,monkey_5_3.30.15/'bog and tiff'/OD/'normal icp'/8,9,3/30/15,11:29,OD,7x7,,eric,,TRUE
408,5,15,10,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/icp10/15/1.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/icp10/15/,monkey_5_3.30.15/'bog and tiff'/OD/icp10/15,1,3/30/15,11:44,OD,7x0.1,,eric,,TRUE
409,5,15,10,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/icp10/15/2.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/icp10/15/,monkey_5_3.30.15/'bog and tiff'/OD/icp10/15,2,3/30/15,11:45,OD,7x0.1,,eric,,TRUE
410,5,15,9,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/icp10/15/3.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/icp10/15/,monkey_5_3.30.15/'bog and tiff'/OD/icp10/15,3,3/30/15,11:47,OD,7x0.1,,eric,,TRUE
411,5,15,10,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/icp10/15/4.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/icp10/15/,monkey_5_3.30.15/'bog and tiff'/OD/icp10/15,4,3/30/15,11:48,OD,7x7,,eric,,TRUE
412,5,15,9,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/icp10/15/5.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/icp10/15/,monkey_5_3.30.15/'bog and tiff'/OD/icp10/15,5,3/30/15,11:50,OD,5x5,,eric,,TRUE
413,5,15,8,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/icp10/15/6.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/icp10/15/,monkey_5_3.30.15/'bog and tiff'/OD/icp10/15,6,3/30/15,11:52,OD,5x5,,eric,,TRUE
414,5,15,8,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/icp10/15/7.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/icp10/15/,monkey_5_3.30.15/'bog and tiff'/OD/icp10/15,7,3/30/15,11:52,OD,7x7,,eric,,TRUE
415,5,15,8,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/icp10/15/8.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/icp10/15/,monkey_5_3.30.15/'bog and tiff'/OD/icp10/15,8,3/30/15,11:54,OD,7x7,,eric,,TRUE
416,5,15,9,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/icp10/15/9.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/icp10/15/,monkey_5_3.30.15/'bog and tiff'/OD/icp10/15,9,3/30/15,11:55,OD,7x7,,eric,,TRUE
417,5,30,13,TRUE,"[512, 512, 2048]",monkey_5_3.30.15/raw/monkey5_OD/icp10/30/1.oct,TRUE,TRUE,TRUE,monkey_5_3.30.15/raw/monkey5_OD/icp10/30/,monkey_5_3.30.15/'bog and tiff'/OD/icp10/30,1,3/30/15,11:59,OD,7x0.1,,eric,,TRUE
